1.000000000000000000e+01,2.438403533507379703e+06,4.381864198436534075e+00,3.722931379628915602e+04,6.743715790395724774e+00,2.734718063253979814e+00,8.288915221974249903e+00,2.335510862167668122e+00,9.025851749028605653e+00,2.790520084331719205e+06,3.706878726686613668e+00,3.310851495207463449e+04,6.182888534775271339e+00,1.013738724382440504e+00,7.732613424913683531e+00,4.287378816670379678e+01,4.720278819718012109e+00,1.363962051502601616e+07,6.938006686869530704e+00,1.091136709994468583e+04,1.468052149475168378e+00,5.147877898585774936e+00,7.198013017390277213e+00,2.426392859302805149e+01,7.121504140431957453e+00
2.000000000000000000e+01,9.015814253403129688e+13,6.860458408305496469e+00,1.752386606009499359e+10,1.120220804952062466e+01,3.622475299924764247e+00,1.519521185238627048e+01,2.563061344249315532e+00,1.727767862773684371e+01,1.054563665249555016e+10,5.553615458261509374e+00,7.147468381828455627e+07,9.960247401772914344e+00,1.056007832323630824e+00,1.476446695284935728e+01,1.388439917618978470e+01,7.800509885276996513e+00,1.312000041693806835e+07,1.010015067522400933e+01,2.476631235641283274e+05,1.773857798969197264e+00,5.577149234420133439e+00,1.445038978333874979e+01,3.980502734358555017e+01,1.540720653244294702e+01
3.000000000000000000e+01,1.298198730075224883e+19,8.936431116032277799e+00,2.402791605564198500e+15,1.491938394993526273e+01,4.309086853486042479e+00,2.205978519839928609e+01,2.663410549443945285e+00,2.552527724984910762e+01,5.474056990346983337e+10,7.090519747168563924e+00,4.161769905999733448e+09,1.309373264849930152e+01,1.133894639008782290e+00,2.183809440423849679e+01,6.453693906011381820e+00,1.071323526563556250e+01,2.111490634645147715e+06,1.234318860425267594e+01,2.545758211797415745e+06,1.966673188627710456e+00,5.609661024436094046e+00,2.162508516856072660e+01,4.894564386872134776e+01,2.397555948975262297e+01
4.000000000000000000e+01,6.229731682029088768e+19,1.077406828874676847e+01,1.850843835587726500e+15,1.821176111511201867e+01,4.888286927739875054e+00,2.890636443879741790e+01,2.721445718377059730e+00,3.377128090739422106e+01,4.181879835886408997e+10,8.439486229205600765e+00,2.872216596324398518e+09,1.588105632397378031e+01,1.254845230567380732e+00,2.893063530212871726e+01,3.625140813747142143e+00,1.368579783026580898e+01,7.727763055909526534e+06,1.436488624611425990e+01,2.871185747300636023e+07,1.918887595119164846e+00,5.599626369818723859e+00,2.880209365130581745e+01,5.446766261911120921e+01,3.262873560989086741e+01
5.000000000000000000e+01,1.067878762478545469e+20,1.244820959102461622e+01,1.112069564444293750e+15,2.121563740522267238e+01,5.398022012991486207e+00,3.574265336955521377e+01,2.759854078929041776e+00,4.201650372115314269e+01,5.485729601977706909e+10,9.659763480875783515e+00,2.102163971523272276e+09,1.844445244396522199e+01,1.432152058243910675e+00,3.603359245765945218e+01,2.287960830451738037e+00,1.670161724248170287e+01,5.072151909515495412e+06,1.578064283594973816e+01,4.698335915132410079e+07,2.115439303386812853e+00,5.589788917626441034e+00,3.598676057038022691e+01,5.796375829998607543e+01,4.132057812454198142e+01
6.000000000000000000e+01,1.338926535259974533e+20,1.400063649655996834e+01,6.326534114375379000e+15,2.400549650695372605e+01,5.858137374364792649e+00,4.257221178638098991e+01,2.787425992298076416e+00,5.026128201575878052e+01,6.862188477597369385e+10,1.078485988502994530e+01,1.593616174193685055e+09,2.084696719949262445e+01,1.688193175980088556e+00,4.314309721847495638e+01,1.568109287927891726e+00,1.962079853789848372e+01,4.466857568221503869e+06,1.710803434790573618e+01,4.133296262065103650e+07,2.212969711487955848e+00,5.584391342272570391e+00,4.317774064250794197e+01,6.029076508070268403e+01,5.003329970529661352e+01
7.000000000000000000e+01,5.640062979848152285e+21,1.545758239153226832e+01,2.383502583176772000e+15,2.662764559167834477e+01,6.280548775243952164e+00,4.939699981079128577e+01,2.808327114408488701e+00,5.850578134272358000e+01,8.274006053173986816e+10,1.183655358167789373e+01,1.257303133809489012e+09,2.312452636649585713e+01,2.063064499466118473e+00,5.025701933894327311e+01,1.146843944659818426e+00,2.231710475930519166e+01,4.207391034852853976e+06,1.836498087189014328e+01,4.068212589635515213e+07,2.238043910369933442e+00,5.581957179138129277e+00,5.037347574471559852e+01,6.188996412020426874e+01,5.875857245713379484e+01
8.000000000000000000e+01,1.760453351807275500e+20,1.683684435191016959e+01,3.123450017645876500e+15,2.911334388971490128e+01,6.673070448750118011e+00,5.621821926078679610e+01,2.824802955297121443e+00,6.675009322280864410e+01,9.740904765281381226e+10,1.283101167344366900e+01,1.031216151174123287e+09,2.529928157620635787e+01,2.637243040697686780e+00,5.737401232878480783e+01,1.144366040686860542e+00,2.478177596328381327e+01,4.515069891056203283e+06,1.956562378526624002e+01,4.293067021620944142e+07,2.213203404124267859e+00,5.580937571452970758e+00,5.757279139967237569e+01,6.300173936298534016e+01,6.749197936844983303e+01
9.000000000000000000e+01,7.439569977485463388e+20,1.815117970049726992e+01,2.252207964967047200e+16,3.148494097274480552e+01,7.041152744666968388e+00,6.303666318264605906e+01,2.838178202147420670e+00,7.499427261555102575e+01,1.129004652599468384e+11,1.378188344801877996e+01,8.724928786165531874e+08,2.738688144350301101e+01,3.605369910907017417e+00,6.449317094065884248e+01,1.419595250144767062e+00,2.711312810428872311e+01,4.509363526880390011e+06,2.072084459679028967e+01,4.323344125587877631e+07,2.155837779931240927e+00,5.580455054613479682e+00,6.477485003724673618e+01,6.377101056552230318e+01,7.623096069136202857e+01
1.000000000000000000e+02,1.001708935467518657e+21,1.941011826514282745e+01,5.425509739363004000e+15,3.375911085326759320e+01,7.388774915570877511e+00,6.985288373752374014e+01,2.849288381471417164e+00,8.323835463968008241e+01,1.296132306723438110e+11,1.470198322536417024e+01,7.565588388590489626e+08,2.940113728583300912e+01,5.640921252240934436e+00,7.161390530830453827e+01,1.706767536824883802e+00,2.944148496737295062e+01,1.901892659143141238e+06,2.141944691742338236e+01,2.740035217384426668e+07,2.389429230181903563e+00,5.580109506615277049e+00,7.197905289440606680e+01,6.429132901761651908e+01,8.497393123545288063e+01
